WG Width,Wx,Wy,y_off,Overlap
0.000001600000000000000,0.000001493990831375060,0.000000665653482224156,0.000000329690993288862,99.257379823875700000000
0.000001700000000000000,0.000001562216522100080,0.000000671229452082432,0.000000335036234099964,99.218765130082600000000
0.000001800000000000000,0.000001657528005681430,0.000000669330551008874,0.000000333398438683283,99.209692673002700000000
0.000001900000000000000,0.000001726400681930510,0.000000670405301669244,0.000000333439635162487,99.191821193985100000000
0.000002000000000000000,0.000001788363721630490,0.000000672939730213894,0.000000333458648784818,99.173752361483000000000
0.000002100000000000000,0.000001857354231729920,0.000000664781769054533,0.000000336009765423378,99.157236307531000000000
0.000002200000000000000,0.000001898047327559730,0.000000672189236159752,0.000000336201691264250,99.132323713441400000000
0.000002300000000000000,0.000001995618689694890,0.000000670628162906907,0.000000334170005740560,99.125103217899400000000
0.000002400000000000000,0.000002073702916306070,0.000000659716836429341,0.000000336803781485000,99.100019734255000000000
0.000002600000000000000,0.000002205452579960060,0.000000665979962953802,0.000000334278946437709,99.075823723865300000000
0.000002700000000000000,0.000002270396448246400,0.000000664858643619765,0.000000337402141123822,99.064835396556000000000
0.000002800000000000000,0.000002341265477300580,0.000000670328531655387,0.000000335464405723318,99.051774745253800000000
0.000002900000000000000,0.000002389270002707430,0.000000667485517359196,0.000000335799588846090,99.037452447463500000000
0.000003200000000000000,0.000002602087931794870,0.000000662691466644797,0.000000336582873042483,98.997311740478500000000
0.000003300000000000000,0.000002693310680149110,0.000000667115783062124,0.000000335786761431761,98.987977836792000000000
0.000003400000000000000,0.000002771985428110110,0.000000667214108274784,0.000000336166615031341,98.975673087897600000000
0.000003500000000000000,0.000002802324328275470,0.000000670854183769852,0.000000337494140828901,98.965762926391700000000
0.000003600000000000000,0.000002918973727821730,0.000000667217685847479,0.000000338244348516899,98.954804590366200000000
0.000003700000000000000,0.000002956558406853010,0.000000664770177194709,0.000000337850016379005,98.941635481183400000000
0.000003800000000000000,0.000003109018912426470,0.000000670117447508995,0.000000338339479615817,98.907168236114300000000
0.000004000000000000000,0.000003145307347204810,0.000000672837238628401,0.000000338337637697639,98.915704171180100000000
0.000004100000000000000,0.000003235691352208250,0.000000666324009599158,0.000000336851433858222,98.910201394758100000000
0.000004200000000000000,0.000003288542807162800,0.000000665797331784265,0.000000337104986441520,98.905048531037600000000
0.000004300000000000000,0.000003338787671663130,0.000000672144143030517,0.000000338955355196904,98.895600662321200000000
0.000004400000000000000,0.000003421028210491500,0.000000674080924826917,0.000000339808479571993,98.887618625181200000000
0.000004500000000000000,0.000003521327575246690,0.000000663398950060817,0.000000339703930026745,98.879920725514700000000
0.000004600000000000000,0.000003592358252788730,0.000000672002091146477,0.000000338142173108815,98.878545576895400000000
0.000004700000000000000,0.000003638282841989980,0.000000666824383947397,0.000000337927405595352,98.872844966240800000000
0.000004800000000000000,0.000003722995344262120,0.000000673780672134229,0.000000338046711801321,98.865666856540500000000
0.000004900000000000000,0.000003762291262646080,0.000000669759709357924,0.000000338173724116281,98.859462560319300000000
0.000005000000000000000,0.000003863667269194060,0.000000664467269766629,0.000000337543804257566,98.853284022866000000000
0.000005100000000000000,0.000003920938374798250,0.000000668234180317767,0.000000339317821648744,98.850613652093200000000
0.000005200000000000000,0.000004026476236620900,0.000000667793408585343,0.000000337535531999130,98.842985854692300000000
0.000005300000000000000,0.000004084209672333350,0.000000667151082015501,0.000000340302019287826,98.837646529112600000000
0.000005400000000000000,0.000004146001686003760,0.000000673998750557088,0.000000339796512906192,98.832908776178100000000
0.000005500000000000000,0.000004237216983553960,0.000000667304290326951,0.000000339015785297339,98.829691589448500000000
0.000005600000000000000,0.000004280395303076700,0.000000667053919827546,0.000000340378622447069,98.824700729044400000000
0.000005700000000000000,0.000004369394872630570,0.000000671213886576044,0.000000339938661355087,98.821165784653700000000
0.000005800000000000000,0.000004435837015697190,0.000000671466108312521,0.000000337025792764285,98.817029159712200000000
0.000005900000000000000,0.000004473415280143650,0.000000674895785722388,0.000000338302766352506,98.810393124652700000000
0.000006000000000000000,0.000004605579880568310,0.000000676518394416596,0.000000335241898342127,98.793006424966800000000
0.000006100000000000000,0.000004674274056166890,0.000000672308599921989,0.000000341950836435438,98.792656850479500000000
0.000006300000000000000,0.000004703806290222950,0.000000666477267819659,0.000000336199271189431,98.787164002676300000000
0.000006400000000000000,0.000004793868367617970,0.000000670189846109799,0.000000340068655745033,98.793100384515500000000
0.000006500000000000000,0.000004861015243617530,0.000000667093931630775,0.000000338098165577909,98.790616749299800000000
0.000006600000000000000,0.000005024150457069680,0.000000671219376189898,0.000000338304571465736,98.784950303755400000000
0.000006700000000000000,0.000005031960444727560,0.000000664728779158363,0.000000339170168523537,98.786554901457500000000
0.000006800000000000000,0.000005144119592608110,0.000000667678151185041,0.000000339837576106332,98.783295848587900000000
0.000006900000000000000,0.000005191672580880210,0.000000664997567230859,0.000000338572814039347,98.781877222296500000000
0.000007000000000000000,0.000005332033904316820,0.000000675656166689842,0.000000337625486299198,98.763550231203800000000
0.000007100000000000000,0.000005319333740890500,0.000000671947770598812,0.000000341029917143416,98.773582152705100000000
0.000007200000000000000,0.000005426664306853430,0.000000671961655804161,0.000000338842913989900,98.774219552966500000000
0.000007300000000000000,0.000005494607017415660,0.000000672485801395363,0.000000337951909096102,98.771400362815100000000
0.000007400000000000000,0.000005580296687841800,0.000000664698997385959,0.000000340523861641625,98.763437845730200000000
0.000007500000000000000,0.000005569524097869160,0.000000667260388453135,0.000000337448556946815,98.765130200841600000000
0.000007600000000000000,0.000005673386542685230,0.000000667238214063461,0.000000336475022476341,98.762782727447900000000
0.000007700000000000000,0.000005702137024559910,0.000000668231340431248,0.000000337607640951327,98.760424728355000000000
0.000007800000000000000,0.000005834340591536520,0.000000667900957217946,0.000000337504036391602,98.762030942361600000000
0.000007900000000000000,0.000005899334513771680,0.000000667613722250760,0.000000337541458741421,98.760280695708100000000
0.000008000000000000000,0.000005941181094258030,0.000000675457242180245,0.000000335456353912096,98.745485057728200000000
0.000008100000000000000,0.000006065063291420620,0.000000667354193635364,0.000000337798448211890,98.755628509356900000000
0.000008200000000000000,0.000006089763272561460,0.000000667895074625717,0.000000339585939455179,98.755202729302800000000
0.000008300000000000000,0.000006165253304659380,0.000000671281298474945,0.000000339298893623918,98.753318826984700000000
0.000008400000000000000,0.000006185479314731090,0.000000673231402039453,0.000000338006674629686,98.735011268320800000000
0.000008500000000000000,0.000006139033840696030,0.000000668185086387371,0.000000336667127500983,98.686554576793000000000
0.000008600000000000000,0.000006307551742200180,0.000000665269507356928,0.000000339990774458519,98.740350189089300000000
0.000008700000000000000,0.000006406779133290440,0.000000668020679638589,0.000000340397761970813,98.743501168005200000000
0.000008800000000000000,0.000006510184603034680,0.000000671922438720285,0.000000338450003015803,98.745266319003300000000
0.000008900000000000000,0.000006540967255380500,0.000000672042602193063,0.000000342035673968276,98.732446422069400000000
0.000009000000000000000,0.000006622715299412700,0.000000671806888240903,0.000000339120612654177,98.741510183303300000000
0.000009100000000000000,0.000006649999053934910,0.000000672380770252222,0.000000335640925548806,98.724853447184400000000
0.000009200000000000000,0.000006799786761959460,0.000000671432401075860,0.000000340779801862559,98.737170035855300000000
0.000009300000000000000,0.000006860324525066620,0.000000665215327376504,0.000000338079978408808,98.737214524296100000000
0.000009400000000000000,0.000007012792988852170,0.000000672304581757335,0.000000339411837321531,98.730465188812500000000
0.000009500000000000000,0.000007009231755422220,0.000000671479428886116,0.000000341183124279082,98.731983782667600000000
0.000009600000000000000,0.000007080951315664670,0.000000667013410063218,0.000000339689867763098,98.734988247415100000000
0.000009700000000000000,0.000007153558908702940,0.000000666849756134735,0.000000337698616826702,98.733198559787500000000
0.000009800000000000000,0.000007249056683812220,0.000000674226136177059,0.000000337850113487193,98.729503845497400000000
0.000009900000000000000,0.000007338886718862970,0.000000669003283247317,0.000000337295839820979,98.728381906642300000000
0.000010000000000000000,0.000007338442908055640,0.000000669054238754473,0.000000337647618779648,98.729929424272900000000
0.000010100000000000000,0.000007383504594417880,0.000000668992948447186,0.000000339510000736412,98.727677790166200000000
0.000010200000000000000,0.000007426611796982160,0.000000676122542295381,0.000000336827846364883,98.714291815674500000000
0.000010300000000000000,0.000007553528901844230,0.000000664309661652821,0.000000337567444582571,98.723736882157100000000
0.000010400000000000000,0.000007661153978052120,0.000000675973258173297,0.000000340149702074760,98.721061312530400000000
0.000010500000000000000,0.000007735638939694140,0.000000665475692062947,0.000000338032320482777,98.724421107254600000000
0.000010600000000000000,0.000007877994970278910,0.000000671520490397805,0.000000335978609396433,98.712290215105300000000
0.000010700000000000000,0.000007947925240054860,0.000000666264789094650,0.000000339853459362139,98.718099246742500000000
0.000010800000000000000,0.000007842440459053770,0.000000665397720537181,0.000000338466883435790,98.708109159507100000000
0.000010900000000000000,0.000007979612482853210,0.000000665508616255144,0.000000339378150720164,98.719470294403200000000
0.000011000000000000000,0.000008048357402326870,0.000000662942946483005,0.000000339317388022024,98.716554928894300000000
0.000011100000000000000,0.000008180289780521250,0.000000669633809156378,0.000000339769643775720,98.717665652801100000000
0.000011200000000000000,0.000008120306863791090,0.000000665533455265965,0.000000340603490321597,98.710930874720700000000
0.000011300000000000000,0.000008304674401768020,0.000000673524198388202,0.000000339030196187700,98.716666545495900000000
0.000011400000000000000,0.000008254398148148140,0.000000673081597222222,0.000000338775173611111,98.711169630996100000000
0.000011500000000000000,0.000008371362978204540,0.000000669020418952903,0.000000340228959476451,98.715601428819100000000
0.000011600000000000000,0.000008447865861403230,0.000000673201291247523,0.000000340703076179317,98.712180613991800000000
0.000011700000000000000,0.000008482970393232730,0.000000670058406207133,0.000000340530939214677,98.710754034929800000000
0.000011800000000000000,0.000008629963674236650,0.000000666574026444139,0.000000335730686061575,98.706853865488500000000
0.000011900000000000000,0.000008640738835543360,0.000000670757816072245,0.000000339933306184270,98.712528911580400000000
0.000012000000000000000,0.000008698940710257580,0.000000672595736168267,0.000000339015460676726,98.710719073349000000000
0.000012100000000000000,0.000008867362240116960,0.000000667239002512744,0.000000338190724678868,98.713316487302100000000
0.000012200000000000000,0.000008967718335619560,0.000000662935528120713,0.000000339023319615912,98.706823531216000000000
0.000012300000000000000,0.000009011986443462200,0.000000669157005728293,0.000000341175996576995,98.708615126986900000000
0.000012400000000000000,0.000009069663065843620,0.000000673949170524691,0.000000338386332947530,98.710594468333100000000
0.000012500000000000000,0.000009079797628052770,0.000000670416086728112,0.000000337353850500925,98.709697868413800000000
0.000012600000000000000,0.000009162204599015800,0.000000670444211126368,0.000000340297565697752,98.710244595660200000000
0.000012700000000000000,0.000009331150612203420,0.000000666825583942996,0.000000336750226242188,98.704808470029200000000
0.000012800000000000000,0.000009300154320987650,0.000000669172453703704,0.000000339182581018518,98.711038847983100000000
0.000012900000000000000,0.000009364034954021230,0.000000666624537989635,0.000000336412999161713,98.703248534387200000000
0.000013000000000000000,0.000009611024742163280,0.000000667614097508002,0.000000338104766803840,98.702439736093500000000
0.000013100000000000000,0.000009454229538180150,0.000000679547325102881,0.000000341407407407407,98.687481071724400000000
0.000013200000000000000,0.000009634057308337140,0.000000667797764489026,0.000000339286908436213,98.708748646108300000000
0.000013300000000000000,0.000009760016240043580,0.000000670539094782511,0.000000339907849042743,98.704770648682400000000
0.000013400000000000000,0.000009778180621179020,0.000000666407877356094,0.000000335949120910176,98.701498778460500000000
0.000013500000000000000,0.000009821576072179220,0.000000664735618582307,0.000000337816473020111,98.707508637216600000000
0.000013600000000000000,0.000009866666666666660,0.000000665000000000000,0.000000340999999999999,98.704962803487600000000
0.000013700000000000000,0.000010031474178224800,0.000000675372704237159,0.000000339287000123837,98.704574436823400000000
0.000013800000000000000,0.000009970498506654550,0.000000669038027916081,0.000000339710954721749,98.708988662509800000000
0.000013900000000000000,0.000010136316466691500,0.000000675131945502888,0.000000339007135294945,98.708137992512900000000
0.000014000000000000000,0.000010092391177425500,0.000000673856619706296,0.000000338395190613429,98.706045214968500000000
0.000014100000000000000,0.000010229779712925100,0.000000674859440829274,0.000000340342882885282,98.708021287266300000000
0.000014200000000000000,0.000010352710790097100,0.000000669323259778602,0.000000340405027851162,98.712218650237800000000
0.000014300000000000000,0.000010317793853566600,0.000000667218350672982,0.000000338507135434601,98.711291048866500000000
0.000014400000000000000,0.000010526696680625200,0.000000663934947688873,0.000000338242995266773,98.710850834057100000000
0.000014500000000000000,0.000010580623422658600,0.000000669651597001322,0.000000337019013416568,98.713779834436900000000
0.000014600000000000000,0.000010549048530316600,0.000000675862556944233,0.000000339179741612897,98.711465387022500000000
0.000014700000000000000,0.000010578246315207100,0.000000675573157462447,0.000000338848199165099,98.709380217841800000000
0.000014800000000000000,0.000010812389609187600,0.000000667416595117228,0.000000337932279403101,98.719591526271200000000
0.000014900000000000000,0.000010836553516759100,0.000000670223011732488,0.000000340622142689051,98.721248961247800000000
0.000015000000000000000,0.000010860535835586600,0.000000668729692007204,0.000000340343741708862,98.722726253655400000000
,,,,
,,,,
,,,,
,,0.000000669372884065354,0.000000338256928571985,
,,,0.000000338799864260363,
,,,,
,,,0.000000338256928571985,
,,0.000000669372884065354,0.000000338799864260363,